sales_id,product_id,store_id,product_name,brand,category,volume_ml,alcohol_percentage,store_name,city,state,region,store_type,sales_date,quantity_sold,unit_price,total_sales,email
581,L8JVIHLI,133,Johnnie Walker All,Johnnie,Tequila,500,37.47,"Lopez, Mcdonald and Burnett",Rebeccatown,KS,West,Retail,2025/05/02,23,68.18,1568.14,clarkandrew@example.com
582,Z02DCU2G,143,Ciroc Yeah,Ciroc,Beer,700,44.34,Henry Inc,West Angelahaven,MD,West,Wholesale,2025/05/13,25,23.02,575.5,haleykayla@example.org
583,G1O92ZBW,143,Johnnie Walker Memory,Johnnie,Beer,750,36.35,Harrell and Sons,Stephanieport,TN,Northeast,Retail,2025/05/15,45,50.93,2291.85,uwilliams@example.com
584,12R5E30W,109,Tanqueray Improve,Tanqueray,Gin,700,35.21,"Wells, Jones and Wong",Gouldview,AR,South,Retail,2025/04/11,6,13.27,79.62,barbermichael@example.net
585,TDIO5GTN,128,Don Julio Mr,Don,Beer,500,8.62,"Smith, Erickson and Reynolds",Jamesstad,SC,West,Retail,2025/04/30,33,90.21,2976.93,lhuynh@example.com
586,X9FATMEE,127,Smirnoff Leave,Smirnoff,Tequila,1000,33.97,"Webb, Woods and Cross",South Tasha,MI,South,Wholesale,2025/04/19,22,14.01,308.22,tuckerjennifer@example.org
587,SLROXCJN,119,Ciroc Side,Ciroc,Liqueur,500,32.84,Roth-Faulkner,Steventon,ME,West,Wholesale,2025/05/08,44,27.66,1217.04,taylorjoseph@example.org
588,G6754AHY,130,Ciroc Chair,Ciroc,Liqueur,500,10.15,Alexander Ltd,Scottborough,SC,Northeast,Wholesale,2025/04/20,49,72.82,3568.18,turnerheidi@example.net
589,3V4OGOH4,105,Don Julio Several,Don,Rum,1000,19.09,"Bailey, Walker and Owens",Farleyland,AK,Midwest,Wholesale,2025/04/27,34,12.96,440.64,alexander17@example.org
590,DJEHNT2V,112,Baileys Recent,Baileys,Beer,1000,38.22,Spears-Fuentes,Kentchester,PW,West,Wholesale,2025/04/29,18,18.93,340.74,zbright@example.com
591,UNXONUTN,120,Johnnie Walker Apply,Johnnie,Liqueur,700,17.45,Gomez-Christian,Port Abigail,PW,South,Retail,2025/03/31,4,52.83,211.32,qbrooks@example.com
592,5SMZPAND,113,Ciroc Office,Ciroc,Vodka,1000,42.63,Chavez-Hernandez,New Gregory,AL,Midwest,Wholesale,2025/04/10,43,17.12,736.16,andreasummers@example.com
593,KFZQETEX,150,Smirnoff Raise,Smirnoff,Tequila,500,27.63,Poole LLC,Krystalborough,PW,Southeast,Wholesale,2025/04/19,16,14.45,231.2,harrisjennifer@example.org
594,CPPHS7JL,105,Tanqueray Remain,Tanqueray,Gin,700,36.05,Parks and Sons,Bishopside,WV,Northeast,Wholesale,2025/04/24,39,95.66,3730.74,psmith@example.com
595,L78E8J3G,144,Don Julio Finally,Don,Tequila,500,21.73,"Peters, Morales and Butler",South Jodi,VT,West,Retail,2025/04/30,5,46.7,233.5,cboyd@example.net
596,8W7XABRO,129,Captain Morgan Water,Captain,Liqueur,700,36.1,"Walls, Montes and Bailey",East Valerie,MS,Northeast,Wholesale,2025/03/25,37,28.23,1044.51,theresaadams@example.org
597,12M8SSNS,111,Baileys Job,Baileys,Rum,700,17.0,Rios-Fernandez,West Mariemouth,TX,South,Retail,2025/04/04,35,29.19,1021.65,duncanregina@example.com
598,6CQ940A3,108,Baileys Fly,Baileys,Whisky,700,36.52,Cuevas-Perkins,Lake Lorettabury,AK,West,Wholesale,2025/05/18,18,80.43,1447.74,jenkinstara@example.com
599,MHNHY99Z,150,Captain Morgan Opportunity,Captain,Liqueur,500,31.73,Armstrong-Miller,Port Robert,MI,Northeast,Wholesale,2025/04/21,43,85.91,3694.13,lreed@example.org
600,F2ZS7TYZ,128,Johnnie Walker Matter,Johnnie,Liqueur,1000,9.97,Lee Inc,North Michaelborough,MH,Midwest,Retail,2025/05/09,13,45.68,593.84,daniellegonzales@example.com
601,UI3EMI6M,112,Smirnoff Live,Smirnoff,Beer,500,27.63,Hayes-Reed,North Maryshire,DE,West,Wholesale,2025/04/19,10,44.89,448.9,kaylasandoval@example.org
602,5W6YP3MY,123,Ciroc Statement,Ciroc,Gin,500,43.89,Davidson-Mcdonald,Lake Katelyn,IA,Southeast,Wholesale,2025/04/10,11,45.75,503.25,arellanoernest@example.net
603,KBDS7R15,141,Captain Morgan Without,Captain,Liqueur,1000,9.19,Foster Group,Benjaminbury,ID,Northeast,Retail,2025/04/20,40,76.2,3048.0,kristin86@example.org
604,ZVWA53F1,143,Captain Morgan Challenge,Captain,Gin,1000,28.56,Hudson-Schroeder,Nelsonborough,GA,Northeast,Wholesale,2025/05/05,50,80.09,4004.5,levyheidi@example.com
605,QIHEM5QF,135,Captain Morgan Resource,Captain,Rum,700,42.79,Horn-Torres,Michaelborough,IL,West,Wholesale,2025/05/17,27,92.75,2504.25,raybrittney@example.com
606,TJ9SV0XX,133,Captain Morgan Ago,Captain,Liqueur,700,17.96,Wallace-Wilson,Morganborough,MS,West,Retail,2025/04/01,13,74.48,968.24,ashley94@example.org
607,PAG4BAQF,133,Ciroc Movie,Ciroc,Rum,750,22.16,Howard-Davis,Rivasshire,WI,Midwest,Retail,2025/04/08,30,95.98,2879.4,davidbarnes@example.com
608,IIYFS6T0,119,Johnnie Walker Popular,Johnnie,Gin,1000,19.58,Valentine and Sons,New Ashley,MH,Midwest,Wholesale,2025/04/11,23,96.68,2223.64,hickssarah@example.org
609,378DK095,125,Ciroc Instead,Ciroc,Rum,1000,13.3,"Rodgers, Powell and Walls",Jacksonstad,ME,West,Retail,2025/05/01,30,67.41,2022.3,stephanie07@example.org
610,JF8X10DY,120,Ciroc Local,Ciroc,Whisky,1000,32.48,Jennings-Baker,Dillonfurt,PW,Midwest,Retail,2025/05/05,41,50.24,2059.84,george04@example.net
611,VH9ZJDMU,149,Smirnoff Again,Smirnoff,Beer,500,16.42,Moran-Adams,Morrisport,VA,Northeast,Wholesale,2025/04/30,3,80.79,242.37,khill@example.org
612,5XCJOSY2,105,Johnnie Walker Couple,Johnnie,Rum,700,23.2,Kennedy-Duarte,Medinatown,VI,Northeast,Wholesale,2025/04/10,36,51.35,1848.6,jonesjerome@example.net
613,0KQ0VZZ0,150,Tanqueray National,Tanqueray,Tequila,750,7.11,Davis Ltd,Reedside,IN,Northeast,Wholesale,2025/03/28,34,64.52,2193.68,pwilson@example.com
614,F904FFKF,144,Guinness Save,Guinness,Whisky,700,44.85,Greer LLC,Veronicaside,KY,Northeast,Wholesale,2025/03/30,6,14.87,89.22,gonzalezandrew@example.org
615,1056VGRM,150,Ciroc However,Ciroc,Liqueur,750,41.81,Reese-King,Velasquezmouth,ME,Southeast,Wholesale,2025/04/02,2,61.74,123.48,nicholas25@example.org
616,J4S1STW7,126,Smirnoff Cell,Smirnoff,Whisky,500,5.62,Everett-Stevenson,West Jeremy,NY,Midwest,Retail,2025/04/21,19,78.04,1482.76,jesseromero@example.org
617,1DO1RDCL,140,Captain Morgan Start,Captain,Beer,500,18.14,"Harrison, Zuniga and Ruiz",Lake Christopher,SD,Midwest,Retail,2025/05/01,25,61.28,1532.0,coreybecker@example.net
618,NU7VYLTF,125,Ciroc We,Ciroc,Beer,1000,5.03,Pierce-Brown,Joneston,NE,Northeast,Retail,2025/04/11,7,20.33,142.31,morganvance@example.com
619,3PZUUCJT,140,Ciroc Subject,Ciroc,Whisky,750,40.93,Gregory-Robinson,Markfurt,CA,Midwest,Wholesale,2025/04/02,20,97.09,1941.8,woodslindsay@example.net
620,RXRXXF3B,118,Captain Morgan Glass,Captain,Whisky,500,19.77,Martin Inc,Gallegosville,MP,South,Wholesale,2025/05/04,7,39.22,274.54,bbailey@example.net
621,6774BQ27,143,Captain Morgan Allow,Captain,Liqueur,500,39.68,Edwards Group,Santanatown,VT,South,Retail,2025/03/22,2,31.29,62.58,whitewilliam@example.com
622,CUU8LO42,116,Johnnie Walker Better,Johnnie,Vodka,500,5.91,"Ellis, Bryant and Cook",Elizabethbury,AZ,Northeast,Retail,2025/04/01,6,42.16,252.96,victoria74@example.net
623,RK1PDRGV,117,Captain Morgan Gas,Captain,Vodka,1000,34.4,"Fisher, Stein and Lopez",Lisaport,NV,Northeast,Retail,2025/04/28,23,11.07,254.61,jasonsteele@example.org
624,RLXSS707,125,Guinness Option,Guinness,Rum,700,16.23,Williams and Sons,Port Jamesburgh,OR,West,Wholesale,2025/04/24,37,23.13,855.81,watkinsnicholas@example.org
625,IA4WC7U1,129,Tanqueray With,Tanqueray,Beer,700,40.84,"Torres, Stewart and Graves",Santiagofurt,PW,South,Retail,2025/04/06,31,28.87,894.97,roberto69@example.com
626,9JIE4CRJ,143,Baileys Ask,Baileys,Whisky,750,22.97,"Stout, Oconnor and Monroe",East Josephton,NV,Northeast,Wholesale,2025/04/09,38,39.05,1483.9,millerrobert@example.org
627,YSQPPB5B,135,Ciroc If,Ciroc,Beer,700,26.92,Ortega and Sons,Teresastad,IL,Northeast,Retail,2025/05/18,36,82.14,2957.04,fmontgomery@example.net
628,UENUGC4K,137,Baileys Size,Baileys,Rum,750,29.98,Cox PLC,Ortizborough,AS,Southeast,Retail,2025/03/26,49,91.38,4477.62,kellyarnold@example.com
629,JMF0E37B,133,Don Julio Enough,Don,Gin,750,37.47,Brandt Ltd,Jeremyfort,LA,Midwest,Retail,2025/05/12,22,97.94,2154.68,thomasfisher@example.org
630,XA3IFMAY,110,Johnnie Walker Take,Johnnie,Beer,500,33.57,Bennett Group,New Michelle,LA,Southeast,Retail,2025/05/07,6,98.25,589.5,brandon07@example.net
631,YT5VBXIQ,125,Baileys Kitchen,Baileys,Gin,700,12.09,"Reynolds, Davis and Pittman",Cindyburgh,AS,Midwest,Retail,2025/05/11,35,77.4,2709.0,mary62@example.net
632,5QG91OPO,113,Captain Morgan Feel,Captain,Beer,750,35.62,"Brown, Anderson and Kerr",East Lindseyberg,PR,West,Wholesale,2025/03/31,28,91.34,2557.52,steeleemily@example.com
633,Q8CHCNEK,118,Captain Morgan In,Captain,Vodka,700,28.36,Berry Inc,Lake Grace,MA,South,Wholesale,2025/05/09,35,8.09,283.15,lanemarie@example.com
634,DJTYBDKK,143,Johnnie Walker Section,Johnnie,Gin,1000,17.26,"Bennett, Banks and Bradley",Smithbury,NE,West,Wholesale,2025/04/03,34,21.99,747.66,juanrussell@example.com
635,7MI1DP3C,111,Ciroc Population,Ciroc,Gin,750,9.19,Li-Harris,New Christopher,LA,Northeast,Retail,2025/04/23,36,68.39,2462.04,tinastein@example.org
636,I30C2LF8,128,Ciroc Light,Ciroc,Rum,700,25.27,Avery-Martin,Spencerland,DC,Northeast,Wholesale,2025/04/10,26,23.92,621.92,robertbowen@example.net
637,IE940PFF,116,Baileys Response,Baileys,Liqueur,700,17.59,Collins and Sons,Johnburgh,VT,Northeast,Wholesale,2025/04/13,10,50.19,501.9,anguyen@example.net
638,WPZ8XQSA,136,Tanqueray Describe,Tanqueray,Gin,750,42.06,Barnes-Hart,Port Madisonberg,NH,West,Retail,2025/04/01,26,67.64,1758.64,ujoseph@example.org
639,BZCHK0NZ,122,Baileys Player,Baileys,Beer,750,5.21,Park Group,Larsonville,AS,West,Retail,2025/04/06,44,90.48,3981.12,valdezjohn@example.net
640,4Z55GN2C,126,Don Julio Want,Don,Liqueur,500,35.92,Smith PLC,Fritzland,KY,Southeast,Wholesale,2025/03/25,23,80.36,1848.28,rachel93@example.net
641,FZMIRKUB,146,Ciroc Message,Ciroc,Whisky,700,12.8,Wagner Ltd,Sergioland,WA,Southeast,Wholesale,2025/05/09,39,77.59,3026.01,markorr@example.org
642,HOM2UGOF,125,Baileys Agency,Baileys,Rum,500,7.54,Brown and Sons,Kristinfort,VA,South,Retail,2025/04/21,5,46.42,232.1,ycollins@example.com
643,DXD1N6PN,114,Baileys Side,Baileys,Tequila,500,27.26,Davidson-Bryan,Armstrongstad,ID,South,Retail,2025/04/04,16,29.27,468.32,eedwards@example.com
644,1OW3GPNT,137,Captain Morgan Evening,Captain,Tequila,750,15.05,"Sanders, Thompson and Herrera",South Thomasstad,FM,South,Retail,2025/04/01,31,45.35,1405.85,nblack@example.net
645,TVX6F460,132,Baileys Notice,Baileys,Rum,700,21.84,"Morales, Adams and Schaefer",New Marvinhaven,VT,Southeast,Retail,2025/04/24,27,98.98,2672.46,sstevens@example.org
646,UREYENO2,116,Tanqueray Participant,Tanqueray,Gin,750,22.09,"Walls, Obrien and Jackson",East James,PA,Midwest,Retail,2025/04/16,24,93.28,2238.72,lauraharris@example.net
647,KXEFOS78,133,Guinness Approach,Guinness,Rum,700,16.4,George Group,North Nathan,NY,Northeast,Wholesale,2025/05/07,49,44.61,2185.89,moraleskristopher@example.com
648,VO5FFTZ1,132,Guinness Story,Guinness,Beer,1000,29.15,Gonzalez-Morales,New Kimberly,RI,Northeast,Retail,2025/05/15,24,15.35,368.4,jessepittman@example.net
649,NVCH39X2,136,Baileys Figure,Baileys,Gin,750,11.13,Rowe LLC,Geoffreyborough,NE,Southeast,Retail,2025/04/08,22,21.1,464.2,boydvincent@example.net
650,EFXJIM24,131,Don Julio Plant,Don,Liqueur,500,9.37,Powell Group,Rossland,CT,Southeast,Retail,2025/04/17,43,64.55,2775.65,khernandez@example.net
651,8O34RGFA,103,Johnnie Walker Hundred,Johnnie,Rum,700,41.96,"Schwartz, Mason and Brown",Lake Manuelburgh,PW,South,Wholesale,2025/04/22,13,62.28,809.64,rhill@example.org
652,SOM2VWDC,145,Smirnoff Measure,Smirnoff,Rum,1000,18.39,Woods-Cunningham,Judymouth,HI,Midwest,Wholesale,2025/03/25,18,44.43,799.74,emoore@example.net
653,3HP8FDBY,128,Don Julio Responsibility,Don,Beer,1000,34.08,Morales-Campbell,South Saraberg,ME,Southeast,Wholesale,2025/04/01,6,48.45,290.7,blaireric@example.com
654,4KFM2A59,126,Smirnoff Sense,Smirnoff,Whisky,750,39.28,Serrano Ltd,Markborough,MH,Southeast,Retail,2025/05/13,20,51.9,1038.0,gibsondevin@example.org
655,0FRJHKK5,145,Tanqueray Article,Tanqueray,Whisky,500,35.39,Reid-Walton,North Monica,NE,Midwest,Retail,2025/04/13,3,32.17,96.51,richmondkimberly@example.com
656,AR91S5H7,109,Baileys For,Baileys,Vodka,1000,32.82,Pace PLC,New Brianchester,NJ,Southeast,Wholesale,2025/04/15,34,37.06,1260.04,cranemartha@example.org
657,EIB4J89L,147,Don Julio Left,Don,Vodka,1000,15.85,Merritt Group,Hornechester,NE,South,Wholesale,2025/05/03,9,67.57,608.13,emily91@example.org
658,GC2IDVZ0,138,Don Julio Happen,Don,Beer,750,5.08,Mccoy-Clark,Jesusbury,NM,South,Retail,2025/04/10,3,39.57,118.71,alejandrofitzgerald@example.com
659,TR84TRZB,148,Guinness Itself,Guinness,Rum,500,23.17,Stewart-Watts,Raymondfort,DE,Midwest,Retail,2025/04/26,10,37.52,375.2,norrisandrea@example.net
660,634O844Q,119,Captain Morgan Professional,Captain,Liqueur,700,5.84,Conway LLC,Hallburgh,WI,Midwest,Wholesale,2025/05/17,28,54.49,1525.72,donnamckenzie@example.org
661,4X4GYF4C,126,Smirnoff Whole,Smirnoff,Whisky,1000,39.1,Cain-Barrett,Jillville,ME,Midwest,Retail,2025/05/14,14,90.34,1264.76,valdezjennifer@example.org
662,VF62OV13,122,Johnnie Walker Provide,Johnnie,Tequila,500,20.97,"Nicholson, Larson and Marshall",Kimberlyside,VI,Northeast,Wholesale,2025/04/25,23,65.61,1509.03,wmacdonald@example.net
663,31LRCE27,150,Tanqueray Center,Tanqueray,Liqueur,1000,42.87,Taylor-Sanders,New Jasmineport,KY,Northeast,Wholesale,2025/05/04,5,85.27,426.35,lori55@example.net
664,A5LUNKWF,123,Guinness Chance,Guinness,Beer,700,32.39,Meyer-Brandt,Melanieborough,MS,West,Retail,2025/03/24,11,93.05,1023.55,stephenjohnson@example.org
665,1GAK2YGK,136,Smirnoff Him,Smirnoff,Liqueur,750,32.44,Baker Group,South Aaron,GU,Midwest,Retail,2025/05/05,12,75.59,907.08,jorge21@example.net
666,VVN8BMBC,125,Johnnie Walker Guess,Johnnie,Tequila,500,38.26,"Tate, Tanner and Smith",North Patrickburgh,CT,South,Wholesale,2025/04/12,48,17.81,854.88,xcruz@example.org
667,Q9AU2XQ6,113,Don Julio Purpose,Don,Beer,750,31.89,Flores and Sons,South Shannonborough,NY,West,Wholesale,2025/04/27,3,96.15,288.45,laustin@example.net
668,X12F5SDG,112,Baileys Cost,Baileys,Rum,500,22.84,Brown LLC,Shannonside,NH,Southeast,Retail,2025/04/06,41,52.01,2132.41,edwinsoto@example.com
669,H6MEEAE3,123,Ciroc Phone,Ciroc,Tequila,500,19.91,Smith-Sanchez,Port Edgarstad,NM,Northeast,Wholesale,2025/04/06,49,61.52,3014.48,ryanjonathan@example.net
670,8LRB6X56,128,Don Julio Present,Don,Tequila,750,44.84,Ortiz Group,Smithtown,FM,Northeast,Retail,2025/04/02,32,86.07,2754.24,smiles@example.org
671,WJA05NJ6,129,Guinness Protect,Guinness,Beer,700,7.93,"Campbell, Rodriguez and Wagner",West Mary,MI,South,Wholesale,2025/05/09,50,75.96,3798.0,clairecastro@example.org
672,A4VO51DA,135,Tanqueray Fill,Tanqueray,Rum,1000,15.82,Blackburn Inc,East Valerieland,MO,Southeast,Wholesale,2025/05/02,37,37.27,1378.99,shaffermadeline@example.net
673,422NFR3O,120,Ciroc Democratic,Ciroc,Gin,1000,36.07,Duarte-Campbell,Port Meredith,VI,Midwest,Retail,2025/04/27,23,18.19,418.37,lori11@example.com
674,4KMH9IKZ,143,Guinness Treatment,Guinness,Gin,500,42.05,Walker and Sons,Marcton,SC,Northeast,Wholesale,2025/05/05,50,10.59,529.5,yrussell@example.com
675,EP0ULH5N,111,Johnnie Walker Sister,Johnnie,Tequila,500,30.33,"Mccall, Smith and Randall",Port Danny,WI,Midwest,Wholesale,2025/04/14,43,52.98,2278.14,hmiller@example.org
676,26LCXIP4,150,Ciroc Card,Ciroc,Tequila,700,38.89,Owens LLC,South Melanie,MA,Southeast,Wholesale,2025/04/10,29,53.96,1564.84,karenhill@example.org
677,TAI8QC44,135,Baileys Control,Baileys,Beer,750,35.13,Mosley LLC,New Kathryn,NH,Northeast,Wholesale,2025/05/01,11,29.13,320.43,john49@example.net
678,R3FX4UIW,127,Captain Morgan Total,Captain,Rum,700,34.31,"Meyers, Campbell and Ortiz",Garciafurt,AK,West,Retail,2025/04/07,7,53.64,375.48,katherineyoung@example.net
679,RZJZX38Z,105,Johnnie Walker Open,Johnnie,Tequila,700,18.66,Davis-Weiss,Erinfurt,IA,South,Retail,2025/05/05,47,6.55,307.85,ellisjanet@example.org
680,8NXOALKK,143,Johnnie Walker Run,Johnnie,Liqueur,1000,36.9,"Phillips, Kelly and Jordan",New Lorraine,SC,Northeast,Wholesale,2025/04/18,50,52.01,2600.5,parsonsmitchell@example.org
681,O6256PK2,123,Baileys Smile,Baileys,Tequila,750,24.46,Myers Inc,Blakemouth,MP,South,Wholesale,2025/03/28,7,62.06,434.42,matthewyork@example.org
682,CY8EJZA9,117,Smirnoff Up,Smirnoff,Beer,1000,4.25,"Warner, Holland and Roberts",New Matthew,NM,West,Wholesale,2025/04/21,7,19.14,133.98,vargasjuan@example.net
683,UC0OJD6B,118,Baileys Fall,Baileys,Tequila,750,39.5,Robinson-Garrett,Aaronview,AK,Northeast,Retail,2025/04/19,4,95.23,380.92,lawrenceshaw@example.org
684,6QYHJGCZ,124,Tanqueray Structure,Tanqueray,Liqueur,500,11.47,"Miller, Benton and Garcia",West Kristenfort,AS,West,Retail,2025/04/10,24,58.32,1399.68,daniel49@example.com
685,U4FE7IWR,124,Ciroc Well,Ciroc,Beer,700,36.11,"Underwood, Davidson and Brown",South Linda,OR,Midwest,Retail,2025/03/25,40,22.98,919.2,annmiller@example.com
686,0X6TSJYJ,118,Don Julio Pass,Don,Gin,500,43.99,Francis-Mueller,Riceland,MO,South,Wholesale,2025/05/09,38,23.91,908.58,isaachull@example.com
687,AKEDDJUJ,103,Smirnoff Lay,Smirnoff,Vodka,700,14.68,Sosa PLC,Port Yvette,MO,Midwest,Retail,2025/05/02,20,10.73,214.6,egray@example.net
688,7MVTZVY8,120,Tanqueray War,Tanqueray,Liqueur,500,18.34,Savage-Brooks,New Kathleenport,PW,South,Wholesale,2025/03/28,9,11.9,107.1,marissa78@example.org
689,PEA3DCVB,136,Tanqueray As,Tanqueray,Beer,750,44.39,"Hardy, Dickson and Martin",Karenmouth,AK,Southeast,Retail,2025/04/14,43,32.76,1408.68,ganderson@example.net
690,47HYZC3U,148,Captain Morgan Idea,Captain,Tequila,700,20.55,Johnson-Williams,Andrewmouth,ND,West,Wholesale,2025/05/17,37,80.5,2978.5,cantulaura@example.com
691,D2IHHRGD,117,Captain Morgan Offer,Captain,Tequila,750,12.52,"Wallace, Olson and Allen",West Bryan,ND,South,Retail,2025/05/08,14,72.86,1020.04,rgutierrez@example.org
692,D9RYC2RE,106,Tanqueray Speech,Tanqueray,Liqueur,750,36.36,Perez PLC,Holmesside,MD,West,Retail,2025/03/26,42,99.3,4170.6,claudia17@example.net
693,MNR85XHV,117,Baileys Type,Baileys,Gin,750,11.12,Young-Brown,Suefurt,NE,West,Retail,2025/03/25,29,23.04,668.16,ryanalexa@example.net
694,83M5V8SL,150,Johnnie Walker Force,Johnnie,Whisky,500,15.05,"Price, Hurley and Cooke",East Patrickbury,SD,West,Retail,2025/03/25,26,35.51,923.26,smithsergio@example.org
695,73IU12JH,145,Captain Morgan Ready,Captain,Rum,700,8.67,Blake LLC,Ronaldchester,PW,Southeast,Retail,2025/04/12,28,13.84,387.52,smithmichelle@example.com
696,RC7P5QDV,123,Tanqueray Affect,Tanqueray,Whisky,500,32.52,Rogers-Harris,New Randy,AS,Southeast,Wholesale,2025/05/17,17,20.73,352.41,rodney42@example.org
697,LB9JQZHL,125,Ciroc Rock,Ciroc,Tequila,500,35.7,"Hernandez, Smith and Simpson",Jonathanmouth,MO,Northeast,Retail,2025/05/04,6,48.38,290.28,stricklandelizabeth@example.org
698,FMBYQ8ZB,124,Johnnie Walker World,Johnnie,Liqueur,750,40.3,Benitez LLC,South Sarahchester,ME,Northeast,Wholesale,2025/04/29,24,21.85,524.4,cparker@example.org
699,7HJJY5K9,115,Baileys Stay,Baileys,Beer,750,5.79,Baker-Peterson,Smithmouth,MT,West,Retail,2025/05/12,15,64.17,962.55,paulnguyen@example.com
700,JQ1L4W7E,120,Captain Morgan Answer,Captain,Liqueur,700,43.45,"Mclean, Edwards and Austin",Mistyhaven,WV,Midwest,Retail,2025/04/29,43,47.03,2022.29,landrysheila@example.com
701,6E77PD82,126,Smirnoff Ten,Smirnoff,Rum,1000,32.98,"Castaneda, Warner and Williams",Heatherbury,ME,Midwest,Wholesale,2025/04/04,19,89.72,1704.68,oneal@example.net
702,1YKX1A7K,146,Guinness Or,Guinness,Whisky,750,11.9,Bates and Sons,East Derekburgh,AL,Southeast,Wholesale,2025/04/05,50,81.27,4063.5,orrmadison@example.net
703,KQTIL93E,111,Baileys Boy,Baileys,Vodka,700,20.69,Nolan-Conner,West Hannah,FM,South,Retail,2025/05/12,34,45.18,1536.12,anthonywilliams@example.com
704,PGX2ZICI,114,Tanqueray Tell,Tanqueray,Tequila,750,30.07,Kelley PLC,Kathleenmouth,SD,West,Retail,2025/04/16,18,11.13,200.34,lewisjason@example.org
705,HED23AWC,108,Captain Morgan Stuff,Captain,Vodka,750,44.44,Allen LLC,Lake Juliaport,OR,Northeast,Retail,2025/03/28,17,32.18,547.06,edavis@example.com
706,V5SLHWCH,104,Don Julio Career,Don,Beer,500,10.25,"Morris, Smith and Smith",Lake Matthew,GA,Midwest,Wholesale,2025/04/03,50,5.35,267.5,veronica12@example.org
707,4DWP99JU,122,Baileys Federal,Baileys,Beer,750,19.17,Hall Group,Morrisland,IL,Midwest,Wholesale,2025/04/23,37,46.56,1722.72,jonesjohn@example.org
708,Q4MFH760,101,Don Julio Wear,Don,Vodka,700,32.89,Velez-Olson,Port Jasonbury,GU,West,Retail,2025/05/15,32,53.31,1705.92,matthewmoore@example.net
709,1JIOIU4V,105,Tanqueray By,Tanqueray,Tequila,750,37.44,"Schwartz, Crosby and Reed",Dunnport,KS,Midwest,Retail,2025/05/11,45,82.39,3707.55,hugheskelly@example.org
710,4GT3ERQH,114,Guinness Space,Guinness,Rum,500,23.91,"Harris, Higgins and Hale",Lewishaven,MT,West,Retail,2025/05/09,21,39.53,830.13,john69@example.org
711,OYFH8WJC,122,Ciroc Action,Ciroc,Beer,700,40.14,"Powell, Dickerson and Frank",Hallfurt,ID,West,Wholesale,2025/04/21,48,75.32,3615.36,nancyjackson@example.net
712,RFCHFIX4,124,Johnnie Walker State,Johnnie,Vodka,750,41.01,Jacobs and Sons,Luisburgh,CO,West,Retail,2025/05/18,31,39.5,1224.5,margaretmarsh@example.org
713,Q8FBWVJ5,145,Don Julio Total,Don,Beer,700,6.32,"Grant, Obrien and Bailey",Wayneton,SD,Northeast,Wholesale,2025/05/18,11,15.6,171.6,balljeffrey@example.com
714,O1BFARZ0,105,Tanqueray Pass,Tanqueray,Liqueur,750,6.29,Franklin-Hays,Saraland,TX,Midwest,Wholesale,2025/05/05,45,46.5,2092.5,sydney50@example.com
715,SRZ1XOWQ,116,Johnnie Walker Free,Johnnie,Vodka,500,27.15,Moss LLC,Harringtonport,WI,Southeast,Retail,2025/05/17,37,88.81,3285.97,hawkinsbetty@example.org
716,Z3OKNREH,131,Baileys Friend,Baileys,Whisky,750,26.1,Davis-Reyes,Smithfurt,NE,Northeast,Retail,2025/05/16,27,68.39,1846.53,whernandez@example.org
717,2H19TSCJ,106,Johnnie Walker Improve,Johnnie,Vodka,1000,26.99,Gross-Norris,New Linda,MP,Midwest,Retail,2025/04/30,17,19.32,328.44,charles07@example.net
718,DXQP3HNU,150,Tanqueray However,Tanqueray,Vodka,500,6.49,Riddle Group,Leefurt,ID,Southeast,Wholesale,2025/04/16,6,79.06,474.36,jamie86@example.net
719,1RV6IXJN,115,Don Julio Follow,Don,Beer,500,5.59,"Harrell, Mullins and Hayes",Smithtown,FM,Northeast,Wholesale,2025/03/21,10,96.11,961.1,matthewsmith@example.com
720,E80EBXB7,107,Captain Morgan Ahead,Captain,Liqueur,750,20.7,Griffin-Miller,East Michael,WV,Midwest,Wholesale,2025/05/09,9,54.47,490.23,justin34@example.org
721,QSJ0ORJB,127,Ciroc Start,Ciroc,Beer,700,11.42,"Bailey, Adams and Smith",Paulchester,IL,Midwest,Wholesale,2025/04/27,25,64.35,1608.75,rickey33@example.net
722,KHA7KSFO,138,Tanqueray Finish,Tanqueray,Tequila,1000,23.11,Tran-Fisher,New Jamesside,TN,Midwest,Wholesale,2025/05/14,3,11.12,33.36,bstanley@example.org
723,1EXWQJW9,114,Baileys Her,Baileys,Tequila,1000,33.99,Miller Group,Lake Claudiaville,WY,West,Wholesale,2025/05/02,3,60.69,182.07,annjoyce@example.com
724,F1239EZ9,127,Captain Morgan Probably,Captain,Gin,750,40.4,Washington-Martinez,North Samanthahaven,IL,West,Retail,2025/05/01,14,51.67,723.38,wthomas@example.com
725,F93PCT15,123,Johnnie Walker Evidence,Johnnie,Vodka,700,19.07,"Hall, Taylor and Leon",Port Jeremy,MT,Midwest,Wholesale,2025/04/03,1,53.19,53.19,andrewharris@example.com
726,6ARIKMIO,111,Guinness General,Guinness,Whisky,750,28.1,Morgan-James,New Carla,IN,Northeast,Retail,2025/03/21,50,55.64,2782.0,lbyrd@example.net
727,UBJG1MS1,118,Tanqueray Half,Tanqueray,Whisky,750,33.2,Lawson Inc,Colleenmouth,MS,West,Wholesale,2025/04/29,46,78.97,3632.62,zbrown@example.com
